0.0315 , 0.0177
0.0205 , 0.0181
0.0202 , 0.0168
0.0183 , 0.0165
0.0176 , 0.0161
0.0172 , 0.0161
0.0170 , 0.0159
0.0167 , 0.0168
0.0166 , 0.0161
